Path,object description,defect description
screw/scratch_head/003.png,The image depicts a metal screw on a white background.,"The head of the metal screw in the upper right corner has a dented, silver-colored damage defect."
screw/scratch_head/004.png,The image depicts a metal screw on a white background.,"The head of the metal screw in the upper right corner has an oval-shaped, silver-colored damage defect."
screw/scratch_head/005.png,The image depicts a metal screw on a white background.,"The head of the metal screw in the lower right corner has an oval-shaped, silver-colored damage defect."
screw/scratch_head/006.png,The image depicts a metal screw on a white background.,"The head of the metal screw in the lower left corner has an oval-shaped, silver-colored damage defect."
screw/scratch_head/007.png,The image depicts a metal screw on a white background.,"The head of the metal screw in the middle left corner has an oval-shaped, silver-colored damage defect."
screw/scratch_head/008.png,The image depicts a metal screw on a white background.,"The head of the metal screw in the upper left corner has an oval-shaped, silver-colored damage defect."
screw/scratch_head/009.png,The image depicts a metal screw on a white background.,"The head of the metal screw in the upper half has an oval-shaped, silver-colored damage defect."
screw/scratch_head/010.png,The image depicts a metal screw on a white background.,"The head of the metal screw in the upper right corner has a dented, silver-colored damage defect."
screw/scratch_head/011.png,The image depicts a metal screw on a white background.,"The head of the metal screw in the lower right corner has an oval-shaped, silver-colored damage defect."
screw/scratch_head/012.png,The image depicts a metal screw on a white background.,"The head of the metal screw in the upper left corner has an oval-shaped, silver-colored damage defect."
screw/scratch_head/013.png,The image depicts a metal screw on a white background.,"The head of the metal screw in the lower left corner has an oval-shaped, silver-colored damage defect."
screw/scratch_head/014.png,The image depicts a metal screw on a white background.,"The head of the metal screw in the upper left corner has an oval-shaped, silver-colored damage defect."
screw/scratch_head/015.png,The image depicts a metal screw on a white background.,"The head of the metal screw in the upper left corner has an oval-shaped, silver-colored damage defect."
screw/scratch_head/016.png,The image depicts a metal screw on a white background.,"The head of the metal screw in the lower right corner has an oval-shaped, silver-colored damage defect."
screw/scratch_head/017.png,The image depicts a metal screw on a white background.,"The head of the metal screw in the upper left corner has an oval-shaped, silver-colored damage defect."
screw/scratch_head/018.png,The image depicts a metal screw on a white background.,"The head of the metal screw in the lower left corner has an irregularly shaped, silver-colored damage defect."
screw/scratch_head/019.png,The image depicts a metal screw on a white background.,"The head of the metal screw in the lower left corner has a square-shaped, silver-colored damage defect."
screw/scratch_head/020.png,The image depicts a metal screw on a white background.,"The head of the metal screw in the middle left corner has an oval-shaped, silver-colored damage defect."
screw/scratch_head/021.png,The image depicts a metal screw on a white background.,"The head of the metal screw in the upper right corner has an oval-shaped, silver-colored damage defect."
screw/scratch_head/022.png,The image depicts a metal screw on a white background.,"The head of the metal screw in the middle left corner has an oval-shaped, silver-colored damage defect."
screw/scratch_head/023.png,The image depicts a metal screw on a white background.,"The head of the metal screw in the lower left corner has an oval-shaped, silver-colored damage defect."
screw/scratch_neck/000.png,The image depicts a metal screw on a white background.,"The neck of the metal screw in the upper left part has an oval-shaped, silver-colored damage defect."
screw/scratch_neck/001.png,The image depicts a metal screw on a white background.,"The neck of the metal screw in the upper left part has an irregular circular block-shaped, silver-colored damage defect."
screw/scratch_neck/002.png,The image depicts a metal screw on a white background.,"The neck of the metal screw in the upper left part has an irregular block-shaped, silver-colored damage defect."
screw/scratch_neck/003.png,The image depicts a metal screw on a white background.,"The neck of the metal screw in the upper half has an irregular block-shaped, silver-colored damage defect."
screw/scratch_neck/004.png,The image depicts a metal screw on a white background.,"The neck of the metal screw in the upper right part has an irregular block-shaped, silver-colored damage defect."
screw/scratch_neck/005.png,The image depicts a metal screw on a white background.,"The neck of the metal screw in the lower right part has an irregular oval block-shaped, silver-colored damage defect."
screw/scratch_neck/006.png,The image depicts a metal screw on a white background.,"The neck of the metal screw in the lower half has an irregular block-shaped, silver-colored damage defect."
screw/scratch_neck/007.png,The image depicts a metal screw on a white background.,"The neck of the metal screw in the lower half has an irregular oval block-shaped, silver-colored damage defect."
screw/scratch_neck/008.png,The image depicts a metal screw on a white background.,"The neck of the metal screw in the left part has an irregular block-shaped, silver-colored damage defect."
screw/scratch_neck/009.png,The image depicts a metal screw on a white background.,"The neck of the metal screw in the upper left part has an irregular oval block-shaped, silver-colored damage defect."
screw/scratch_neck/010.png,The image depicts a metal screw on a white background.,"The neck of the metal screw in the upper left part has an irregular block-shaped, silver-colored damage defect."
screw/scratch_neck/011.png,The image depicts a metal screw on a white background.,"The neck of the metal screw in the upper half has an irregular oval block-shaped, silver-colored damage defect."
screw/scratch_neck/012.png,The image depicts a metal screw on a white background.,"The neck of the metal screw in the upper left part has an irregular oval block-shaped, silver-colored damage defect."
screw/scratch_neck/013.png,The image depicts a metal screw on a white background.,"The neck of the metal screw in the right part has an irregular block-shaped, silver-colored damage defect."
screw/scratch_neck/014.png,The image depicts a metal screw on a white background.,"The neck of the metal screw in the right part has an irregular oval block-shaped, silver-colored damage defect."
screw/scratch_neck/015.png,The image depicts a metal screw on a white background.,"The neck of the metal screw in the lower half has an irregular block-shaped, silver-colored damage defect."
screw/scratch_neck/016.png,The image depicts a metal screw on a white background.,"The neck of the metal screw in the lower half has an irregular block-shaped, silver-colored damage defect."
screw/scratch_neck/017.png,The image depicts a metal screw on a white background.,"The neck of the metal screw in the upper left part has an irregular oval block-shaped, silver-colored damage defect."
screw/scratch_neck/018.png,The image depicts a metal screw on a white background.,"The neck of the metal screw in the left part has an irregular circular block-shaped, silver-colored damage defect."
screw/scratch_neck/019.png,The image depicts a metal screw on a white background.,"The neck of the metal screw in the right part has an irregular oval block-shaped, silver-colored damage defect."
screw/scratch_neck/020.png,The image depicts a metal screw on a white background.,"The neck of the metal screw in the upper left part has two irregular circular block-shaped, silver-colored damage defects."
screw/scratch_neck/021.png,The image depicts a metal screw on a white background.,"The neck of the metal screw in the middle part has an irregular block-shaped, silver-colored damage defect."
screw/scratch_neck/022.png,The image depicts a metal screw on a white background.,"The neck of the metal screw in the lower left part has an irregular block-shaped, silver-colored damage defect."
screw/scratch_neck/023.png,The image depicts a metal screw on a white background.,"The neck of the metal screw in the upper left part has an irregular circular block-shaped, silver-colored damage defect."
screw/scratch_neck/024.png,The image depicts a metal screw on a white background.,"The neck of the metal screw in the left part has an irregular circular block-shaped, silver-colored damage defect."
screw/thread_side/000.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the upper right part has a defect with an irregular block shape, silver in color, with three instances."
screw/thread_side/001.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw on the left side has a defect with an irregular block shape, silver in color, with two instances. The tail end of the metal screw on the right side also has a defect with an irregular block shape, silver in color."
screw/thread_side/002.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the lower half has a defect with an irregular block shape, silver in color."
screw/thread_side/003.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the lower left part has a defect with an irregular block shape, silver in color. The head of the metal screw on the right side also has a defect with an irregular block shape, silver in color."
screw/thread_side/004.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the upper right part has a defect with an irregular block shape, silver in color, with two instances."
screw/thread_side/005.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the lower right part has a defect with an irregular block shape, silver in color."
screw/thread_side/006.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the lower right part has a defect with an irregular block shape, silver in color."
screw/thread_side/007.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the upper left part has a defect with an irregular block shape, silver in color. The head of the metal screw in the lower right part also has a defect with an irregular block shape, silver in color."
screw/thread_side/008.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the middle part has a defect with an irregular block shape, silver in color."
screw/thread_side/009.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the upper right part has a defect with an irregular block shape, silver in color."
screw/thread_side/010.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw on the right side has a defect with an irregular block shape, silver in color."
screw/thread_side/011.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the upper left part has a defect with an irregular block shape, silver in color."
screw/thread_side/012.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the lower left part has a defect with an irregular block shape, silver in color."
screw/thread_side/013.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the lower left part has a defect with an irregular block shape, silver in color, with two instances."
screw/thread_side/014.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the lower right part has a defect with an irregular block shape, silver in color."
screw/thread_side/015.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the upper half has a defect with an irregular block shape, silver in color."
screw/thread_side/016.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the upper right part has a defect with an irregular block shape, silver in color."
screw/thread_side/017.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the upper right part has a defect with an irregular block shape, silver in color."
screw/thread_side/018.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the upper left part has a defect with an irregular block shape, silver in color."
screw/thread_side/019.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the upper left part has a defect with an irregular block shape, silver in color."
screw/thread_side/020.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the lower left part has a defect with an irregular block shape, silver in color."
screw/thread_side/021.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the lower right part has a defect with an irregular block shape, silver in color."
screw/thread_side/022.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the lower left part has a defect with an irregular block shape, silver in color."
screw/thread_top/000.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the upper left part has a defect with an irregular block shape, silver in color."
screw/thread_top/001.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the upper right part has a defect with an irregular block shape, silver in color."
screw/thread_top/002.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the lower left part has a defect with an irregular block shape, silver in color."
screw/thread_top/003.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the lower left part has a defect with an irregular block shape, silver in color."
screw/thread_top/004.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the lower right part has a defect with an irregular block shape, silver in color."
screw/thread_top/005.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the middle part has a defect with an irregular block shape, silver in color."
screw/thread_top/006.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the lower left part has a defect with an irregular block shape, silver in color."
screw/thread_top/007.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the middle part has a defect with an irregular block shape, silver in color."
screw/thread_top/008.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the lower right part has a defect with an irregular block shape, silver in color."
screw/thread_top/009.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the upper left part has a defect with an irregular block shape, silver in color."
screw/thread_top/010.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the upper left part has a defect with an irregular block shape, silver in color."
screw/thread_top/011.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the lower left part has a defect with an irregular block shape, silver in color."
screw/thread_top/012.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the upper left part has a defect with an irregular block shape, silver in color."
screw/thread_top/013.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the lower half has a defect with an irregular block shape, silver in color."
screw/thread_top/014.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the lower right part has a defect with an irregular block shape, silver in color."
screw/thread_top/015.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the upper left part has a defect with an irregular block shape, silver in color."
screw/thread_top/016.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the upper right part has a defect with an irregular block shape, silver in color."
screw/thread_top/017.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the upper left part has a defect with an irregular block shape, silver in color."
screw/thread_top/018.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the lower right part has a defect with an irregular block shape, silver in color."
screw/thread_top/019.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the lower right part has a defect with an irregular block shape, silver in color."
screw/thread_top/020.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the upper half has a defect with an irregular block shape, silver in color."
screw/thread_top/021.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the lower right part has a defect with an irregular block shape, silver in color."
screw/thread_top/022.png,The image depicts a metal screw on a white background.,"The tail end of the metal screw in the lower left part has a defect with an irregular block shape, silver in color."
tile/crack/000.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the middle section, there is a large crack defect that runs from the top left edge of the image to the bottom right edge, shaped like a chevron, and colored black."
tile/crack/001.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the middle section, there is a large crack defect that runs from the top left edge and the top right edge of the image to the bottom edge, shaped like a chevron, and colored black."
tile/crack/002.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the middle section, there is a large crack defect that runs from the top edge of the image to the bottom left edge and the bottom right edge, shaped like a chevron, and colored black."
tile/crack/003.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the middle section, there is a large crack defect that runs from the top left edge of the image to the bottom right edge, shaped like a chevron, and colored black."
tile/crack/004.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the middle section, there is a large crack defect that runs from the top edge of the image to the bottom edge, shaped like a chevron, and colored black and white."
tile/crack/005.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the top left section, there is a defect with an irregular rectangular shape and black and white color, resembling a crack."
tile/crack/006.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the middle section, there is a large crack defect that runs from the top right edge of the image to the bottom left edge and the bottom right edge, shaped like a chevron, and colored black and white."
tile/crack/007.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the middle section, there is a large crack defect that runs from the top left edge and the top right edge of the image to the bottom edge, shaped like a chevron, and colored black and white."
tile/crack/008.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the right section, there is a large crack defect that runs from the top right edge of the image to the bottom right edge, shaped like a chevron, and colored black and white."
tile/crack/009.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the middle section, there is a large crack defect that runs from the top edge of the image to the bottom left edge and the bottom right edge, shaped like a chevron, and colored black and white."
tile/crack/010.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the left section, there is a large crack defect that runs from the top left edge of the image to the bottom left edge and the bottom right edge, shaped like a chevron, and colored black and white."
tile/crack/011.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the middle section, there is a large crack defect that runs from the top left edge and the top right edge of the image to the bottom left edge, shaped like a chevron, and colored black."
tile/crack/012.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the left section, there is a large crack defect that runs from the top left edge of the image to the bottom left edge and the bottom right edge, shaped like a chevron, and colored black."
tile/crack/013.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the left section, there is a large crack defect that runs from the top left edge of the image to the bottom left edge and the bottom right edge, shaped like a chevron, and colored black and white."
tile/crack/014.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the middle section, there is a large crack defect that runs from the top left edge of the image to the bottom right edge, shaped like a chevron, and colored black and white."
tile/crack/015.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the middle section, there is a large crack defect that runs from the left edge of the image to the right edge, shaped like a chevron, and colored black."
tile/crack/016.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the top right section, there is a large crack defect that runs from the top left edge of the image to the bottom left edge and the right edge, shaped like a chevron, and colored black."
tile/glue_strip/000.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the bottom right section, there is a defect of semi-transparent tape with an irregular shape, colored white."
tile/glue_strip/001.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the middle section, there is a defect of semi-transparent tape with an irregular shape, colored white."
tile/glue_strip/002.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the right section, there is a defect of semi-transparent tape with an irregular shape, colored white."
tile/glue_strip/003.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the middle section, there is a defect of semi-transparent tape with an irregular shape, colored white."
tile/glue_strip/004.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the middle section, there is a defect of semi-transparent tape with an irregular shape, colored white."
tile/glue_strip/005.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the bottom left section, there is a defect of semi-transparent tape with an irregular shape, colored white."
tile/glue_strip/006.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the middle section, there is a defect of semi-transparent tape with an irregular shape, colored white."
tile/glue_strip/007.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the bottom right section, there is a defect of semi-transparent tape with an irregular shape, colored white."
tile/glue_strip/008.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the bottom right section, there is a defect of semi-transparent tape with an irregular shape, colored white."
tile/glue_strip/009.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the top left section, there is a defect of semi-transparent tape with an irregular shape, colored white."
tile/glue_strip/010.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the right section, there is a defect of semi-transparent tape with an irregular shape, colored white."
tile/glue_strip/011.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the left section, there is a defect of semi-transparent tape with an irregular shape, colored white."
tile/glue_strip/012.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the right section, there is a defect of semi-transparent tape with an irregular shape, colored white."
tile/glue_strip/013.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the bottom section, there is a defect of semi-transparent tape with an irregular shape, colored white."
tile/glue_strip/014.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the right section, there is a defect of semi-transparent tape with an irregular shape, colored white."
tile/glue_strip/015.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the right section, there is a defect of semi-transparent tape with an irregular shape, colored white."
tile/glue_strip/016.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the top left section, there is a defect of semi-transparent tape with an irregular shape, colored white."
tile/glue_strip/017.png,The picture shows a cyan-colored tile with many black and gray spots.,"In the middle section, there is a defect of semi-transparent tape with an irregular shape, colored white."
tile/gray_stroke/000.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a foreign object in the bottom right section, with an irregular shape and black color."
tile/gray_stroke/001.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a foreign object in the bottom left section, with an irregular shape and black color."
tile/gray_stroke/002.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a foreign object in the top left section, with an irregular shape and black color."
tile/gray_stroke/003.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a foreign object in the bottom section, with an irregular shape and black color."
tile/gray_stroke/004.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a foreign object in the bottom left section, with an irregular shape and black color."
tile/gray_stroke/005.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a foreign object in the top right section, with an irregular shape and black color."
tile/gray_stroke/006.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a foreign object in the top right section, with an irregular shape and black color."
tile/gray_stroke/007.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a foreign object in the bottom left section, with an irregular shape and black color."
tile/gray_stroke/008.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a foreign object in the right section, with an irregular shape and black color."
tile/gray_stroke/009.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a foreign object in the top right section, with an irregular shape and black color."
tile/gray_stroke/010.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a foreign object in the top left section, with an irregular shape and black color."
tile/gray_stroke/011.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a foreign object in the bottom left section, with an irregular shape and black color."
tile/gray_stroke/012.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a foreign object in the bottom section, with an irregular shape and black color."
tile/gray_stroke/013.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a foreign object in the top section, with an irregular shape and black color."
tile/gray_stroke/014.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a foreign object in the bottom left section, with an irregular shape and black color."
tile/gray_stroke/015.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a foreign object in the bottom right section, with an irregular shape and black color."
tile/oil/000.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a liquid drop in the middle section, with an irregular shape and yellow color."
tile/oil/001.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a liquid drop in the middle section, with an irregular shape and yellow color."
tile/oil/002.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a liquid drop in the top right section, with an irregular shape and yellow color."
tile/oil/003.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a liquid drop in the left section, with an irregular shape and yellow color."
tile/oil/004.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a liquid drop in the top right section, with an irregular shape and yellow color."
tile/oil/005.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a liquid drop in the middle section, with an irregular shape and yellow color."
tile/oil/006.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a liquid drop in the bottom right section, with an irregular shape and yellow color."
tile/oil/007.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a liquid drop in the top left section, with an irregular shape and yellow color."
tile/oil/008.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a liquid drop in the top left section, with an irregular shape and yellow color."
tile/oil/009.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a liquid drop in the bottom right section, with an irregular shape and yellow color."
tile/oil/010.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a liquid drop in the bottom left section, with an irregular shape and yellow color."
tile/oil/011.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a liquid drop in the middle section, with an irregular shape and yellow color."
tile/oil/012.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a liquid drop in the middle section, with an irregular shape and yellow color."
tile/oil/013.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a liquid drop in the middle section, with an irregular shape and yellow color."
tile/oil/014.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a liquid drop in the bottom right section, with an irregular shape and yellow color."
tile/oil/015.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a liquid drop in the middle section, with an irregular shape and yellow color."
tile/oil/016.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a liquid drop in the left section, with an irregular shape and yellow color."
tile/oil/017.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a defect of a liquid drop in the top half section, with an irregular shape and yellow color."
tile/rough/000.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a scratched defect in the middle section, with a powdery shape and gray color."
tile/rough/001.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a scratched defect in the middle section, with a powdery shape and gray color. There is a foreign object defect in the top half section, with a strip-like shape and yellow color."
tile/rough/002.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a scratched defect in the middle section, with a powdery shape and gray color."
tile/rough/003.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a scratched defect in the middle section, with a powdery shape and gray color."
tile/rough/004.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a scratched defect in the top half section, with an irregular large patch-like shape and yellow-white color."
tile/rough/005.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a scratched defect in the bottom left section, with an irregular large patch-like shape and yellow-white color."
tile/rough/006.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a scratched defect in the bottom right section, with an irregular large patch-like shape and yellow-white color."
tile/rough/007.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a scratched defect in the top right section, with an irregular large patch-like shape and yellow-white color."
tile/rough/008.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a scratched defect in the bottom left section, with an irregular large patch-like shape and yellow-white color."
tile/rough/009.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a scratched defect in the middle section, with a powdery shape and yellow-white color."
tile/rough/010.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a scratched defect in the bottom left section, with an irregular large patch-like shape and yellow-white color."
tile/rough/011.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a scratched defect in the right section, with an irregular large patch-like shape and yellow-white color."
tile/rough/012.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a scratched defect in the right section, with an irregular large patch-like shape and yellow-white color."
tile/rough/013.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a scratched defect in the middle section, with an irregular large patch-like shape and gray color."
tile/rough/014.png,The picture shows a cyan-colored tile with many black and gray spots.,"There is a scratched defect in the top half section, with an irregular large patch-like shape and yellow-white color."
transistor/bent_lead/000.png,"The image depicts an electronic component with a black body. On top of the black body, there is a circular indentation, and below the black body, there are three metal pins. The background is a brown circuit board.",The defect of the metal pin in the bottom-left section is that the pin is not inserted into the black slot.
transistor/bent_lead/001.png,"The image depicts an electronic component with a black body. On top of the black body, there is a circular indentation, and below the black body, there are three metal pins. The background is a brown circuit board.",The defect of the metal pin in the bottom-right section is that the pin is not inserted into the black slot.
transistor/bent_lead/002.png,"The image depicts an electronic component with a black body. On top of the black body, there is a circular indentation, and below the black body, there are three metal pins. The background is a brown circuit board.",The defect of the metal pin in the bottom-left section is that the pin is not inserted into the black slot.
transistor/bent_lead/003.png,"The image depicts an electronic component with a black body. On top of the black body, there is a circular indentation, and below the black body, there are three metal pins. The background is a brown circuit board.",The defect of the metal pin in the middle-bottom section is that the pin is not inserted into the black slot.
transistor/bent_lead/004.png,"The image depicts an electronic component with a black body. On top of the black body, there is a circular indentation, and below the black body, there are three metal pins. The background is a brown circuit board.",The defect of the metal pin in the middle-bottom section is that the pin is not inserted into the black slot.
transistor/bent_lead/005.png,"The image depicts an electronic component with a black body. On top of the black body, there is a circular indentation, and below the black body, there are three metal pins. The background is a brown circuit board.",The defect of the metal pin in the bottom-left section is that the pin is not inserted into the black slot.
transistor/bent_lead/006.png,"The image depicts an electronic component with a black body. On top of the black body, there is a circular indentation, and below the black body, there are three metal pins. The background is a brown circuit board.",The defect of the metal pin in the bottom-left section is that the pin is not inserted into the black slot.
transistor/bent_lead/007.png,"The image depicts an electronic component with a black body. On top of the black body, there is a circular indentation, and below the black body, there are three metal pins. The background is a brown circuit board.",The defect of the metal pin in the bottom-right section is that the pin is not inserted into the black slot.
transistor/bent_lead/008.png,"The image depicts an electronic component with a black body. On top of the black body, there is a circular indentation, and below the black body, there are three metal pins. The background is a brown circuit board.",The defect of the metal pin in the middle-bottom section is that the pin is not inserted into the black slot.
transistor/bent_lead/009.png,"The image depicts an electronic component with a black body. On top of the black body, there is a circular indentation, and below the black body, there are three metal pins. The background is a brown circuit board.",The defect of the metal pin in the bottom-right section is that the pin is not inserted into the black slot. The defect of the metal pin in the bottom-left section is that the pin is disconnected.
transistor/cut_lead/000.png,"The image depicts an electronic component with a black body. On top of the black body, there is a circular indentation, and below the black body, there are three metal pins. The background is a brown circuit board.",The defect of the metal pin in the bottom-left section is that the pin is disconnected.
transistor/cut_lead/001.png,"The image depicts an electronic component with a black body. On top of the black body, there is a circular indentation, and below the black body, there are three metal pins. The background is a brown circuit board.",The defect of the metal pin in the bottom-right section is that the pin is disconnected.
transistor/cut_lead/002.png,"The image depicts an electronic component with a black body. On top of the black body, there is a circular indentation, and below the black body, there are three metal pins. The background is a brown circuit board.",The defect of the metal pin in the middle-bottom section is that the pin is disconnected.
transistor/cut_lead/003.png,"The image depicts an electronic component with a black body. On top of the black body, there is a circular indentation, and below the black body, there are three metal pins. The background is a brown circuit board.",The defect of the metal pin in the bottom-left section is that the pin is disconnected.
transistor/cut_lead/004.png,"The image depicts an electronic component with a black body. On top of the black body, there is a circular indentation, and below the black body, there are three metal pins. The background is a brown circuit board.",The defect of the metal pin in the middle-bottom section is that the pin is disconnected. The defect of the metal pin in the bottom-right section is that the pin is disconnected.
transistor/cut_lead/005.png,"The image depicts an electronic component with a black body. On top of the black body, there is a circular indentation, and below the black body, there are three metal pins. The background is a brown circuit board.",The defect of the metal pin in the bottom-right section is that the pin is disconnected.
